Date,DayOfWeek,Month,Season,Weekend,Holiday,Ramadan,Promotion,NearbyEvent,TemperatureC,RainfallMM,FootTraffic,AvgOrderValue,TopSellingProduct,WorkingHours,DailyRevenue
2026-11-12,Thursday,11,Autumn,0,0,0,0,0,21,4.8,108,6.23,Tea,10,755.65
2026-11-13,Friday,11,Autumn,0,0,0,0,0,18,2.8,157,10.45,Latte,10,1697.62
2026-11-14,Saturday,11,Autumn,1,0,0,0,0,26,0.0,228,6.42,Mocha,11,1519.44
2026-11-15,Sunday,11,Autumn,1,0,0,0,0,18,3.8,226,10.13,Americano,11,2256.27
2026-11-16,Monday,11,Autumn,0,1,0,1,0,27,1.2,176,8.09,Mocha,10,1691.76
2026-11-17,Tuesday,11,Autumn,0,0,0,0,0,19,1.3,163,7.79,Mocha,10,1244.63
2026-11-18,Wednesday,11,Autumn,0,0,0,0,1,30,1.7,194,9.18,Americano,10,1853.95
2026-11-19,Thursday,11,Autumn,0,0,0,0,0,26,4.5,125,6.74,Pastry,10,718.04
2026-11-20,Friday,11,Autumn,0,0,0,1,0,29,2.2,199,7.44,Cappuccino,10,1616.31
2026-11-21,Saturday,11,Autumn,1,0,0,1,0,23,0.0,276,7.46,Sandwich,11,2165.25
2026-11-22,Sunday,11,Autumn,1,0,0,0,1,23,0.0,287,5.13,Americano,11,1523.89
2026-11-23,Monday,11,Autumn,0,0,0,0,0,18,0.0,163,5.76,Tea,10,829.01
2026-11-24,Tuesday,11,Autumn,0,0,0,0,0,29,4.3,141,8.01,Espresso,10,1027.85
2026-11-25,Wednesday,11,Autumn,0,0,0,0,0,22,4.1,115,9.57,Latte,10,1064.47
2026-11-26,Thursday,11,Autumn,0,1,0,0,0,21,3.2,144,5.02,Tea,10,711.4
2026-11-27,Friday,11,Autumn,0,0,0,0,0,25,3.5,124,10.16,Sandwich,10,1274.74
2026-11-28,Saturday,11,Autumn,1,0,0,0,1,27,4.3,264,8.23,Latte,11,2346.88
2026-11-29,Sunday,11,Autumn,1,0,0,0,0,22,7.7,202,4.99,Espresso,11,1043.29
2026-11-30,Monday,11,Autumn,0,0,0,1,0,23,2.8,190,8.51,Tea,10,1756.0
2026-12-01,Tuesday,12,Winter,0,0,0,1,1,7,0.0,233,7.67,Sandwich,10,2120.03
2026-12-02,Wednesday,12,Winter,0,0,0,0,0,7,8.3,102,4.9,Tea,10,343.99
2026-12-03,Thursday,12,Winter,0,0,0,0,0,8,6.4,115,10.06,Latte,10,1029.03
2026-12-04,Friday,12,Winter,0,1,0,1,0,15,7.8,147,7.88,Cappuccino,10,1145.99
2026-12-05,Saturday,12,Winter,1,0,0,1,0,7,4.7,234,4.76,Cappuccino,11,1188.06
2026-12-06,Sunday,12,Winter,1,0,0,0,0,10,4.2,199,9.25,Espresso,11,1906.56
2026-12-07,Monday,12,Winter,0,0,0,0,1,15,5.1,163,9.37,Pastry,10,1525.02
2026-12-08,Tuesday,12,Winter,0,0,0,1,0,16,5.7,196,6.49,Latte,10,1474.18
2026-12-09,Wednesday,12,Winter,0,0,0,1,0,5,0.2,166,8.1,Cappuccino,10,1499.09
2026-12-10,Thursday,12,Winter,0,0,0,1,0,9,4.8,182,9.36,Latte,10,1817.92
2026-12-11,Friday,12,Winter,0,1,0,0,0,6,0.0,128,8.83,Espresso,10,1081.94
2026-12-12,Saturday,12,Winter,1,0,0,0,0,15,0.0,201,4.96,Cappuccino,11,857.44
2026-12-13,Sunday,12,Winter,1,0,0,1,0,9,1.3,228,9.92,Espresso,11,2568.6
2026-12-14,Monday,12,Winter,0,0,0,0,0,10,4.5,147,9.66,Espresso,10,1504.89
2026-12-15,Tuesday,12,Winter,0,0,0,1,0,7,0.5,190,6.99,Latte,10,1515.31
2026-12-16,Wednesday,12,Winter,0,0,0,0,1,12,2.2,196,6.77,Sandwich,10,1410.91
2026-12-17,Thursday,12,Winter,0,0,0,0,1,5,0.9,217,7.26,Tea,10,1566.1
2026-12-18,Friday,12,Winter,0,1,0,0,1,9,11.1,168,6.64,Mocha,10,1081.58
2026-12-19,Saturday,12,Winter,1,0,0,0,0,5,3.5,193,8.85,Pastry,11,1782.95
2026-12-20,Sunday,12,Winter,1,0,0,1,0,7,4.3,234,8.0,Espresso,11,2203.07
2026-12-21,Monday,12,Winter,0,1,0,0,0,5,4.1,139,5.98,Latte,10,925.76
2026-12-22,Tuesday,12,Winter,0,0,0,1,0,7,3.8,194,6.51,Mocha,10,1321.49
2026-12-23,Wednesday,12,Winter,0,0,0,1,0,8,8.5,147,4.89,Latte,10,628.59
2026-12-24,Thursday,12,Winter,0,0,0,0,0,7,5.9,149,5.8,Cappuccino,10,942.84
2026-12-25,Friday,12,Winter,0,0,0,0,0,14,0.0,120,5.13,Tea,10,609.81
2026-12-26,Saturday,12,Winter,1,0,0,1,0,18,4.0,234,10.18,Pastry,11,2679.33
2026-12-27,Sunday,12,Winter,1,0,0,0,0,16,9.3,187,4.71,Mocha,11,780.53
2026-12-28,Monday,12,Winter,0,0,0,1,1,14,3.0,254,9.63,Latte,10,2826.24
2026-12-29,Tuesday,12,Winter,0,0,0,0,0,9,4.9,133,8.02,Cappuccino,10,1003.96
2026-12-30,Wednesday,12,Winter,0,0,0,0,1,6,0.0,214,9.88,Espresso,10,2345.09
2026-12-31,Thursday,12,Winter,0,0,0,0,0,13,5.8,126,8.93,Espresso,10,1163.93
2027-01-01,Friday,1,Winter,0,0,0,0,0,15,2.3,142,7.12,Pastry,10,880.17
2027-01-02,Saturday,1,Winter,1,1,0,0,0,8,3.8,202,9.61,Sandwich,11,2044.12
2027-01-03,Sunday,1,Winter,1,0,0,1,0,17,0.9,279,8.36,Tea,11,2506.3
2027-01-04,Monday,1,Winter,0,0,0,0,0,14,6.0,133,4.77,Tea,10,588.99
2027-01-05,Tuesday,1,Winter,0,0,0,0,0,17,6.8,132,6.59,Pastry,10,812.8
2027-01-06,Wednesday,1,Winter,0,0,0,0,0,9,2.4,123,9.79,Espresso,10,1340.93
2027-01-07,Thursday,1,Winter,0,0,0,0,0,8,0.8,157,5.23,Espresso,10,927.17
2027-01-08,Friday,1,Winter,0,0,0,1,0,13,7.5,161,6.11,Sandwich,10,1080.18
2027-01-09,Saturday,1,Winter,1,0,0,0,0,14,6.7,184,7.67,Espresso,11,1359.32
2027-01-10,Sunday,1,Winter,1,0,0,1,1,9,1.6,317,6.17,Mocha,11,2346.56
2027-01-11,Monday,1,Winter,0,0,0,0,0,9,0.0,134,7.56,Pastry,10,1056.74
2027-01-12,Tuesday,1,Winter,0,1,0,0,0,5,0.0,139,6.29,Pastry,10,766.67
2027-01-13,Wednesday,1,Winter,0,0,0,1,0,8,4.5,163,8.47,Espresso,10,1611.21
2027-01-14,Thursday,1,Winter,0,1,0,0,0,7,8.9,96,7.15,Americano,10,681.9
2027-01-15,Friday,1,Winter,0,0,0,1,0,16,0.0,183,8.48,Pastry,10,1588.69
2027-01-16,Saturday,1,Winter,1,0,0,0,1,6,1.1,275,7.54,Mocha,11,2054.22
2027-01-17,Sunday,1,Winter,1,0,0,1,1,14,4.2,322,10.21,Latte,11,3878.16
2027-01-18,Monday,1,Winter,0,0,0,0,0,14,2.8,112,7.18,Mocha,10,941.22
2027-01-19,Tuesday,1,Winter,0,0,0,1,0,12,0.0,188,5.02,Sandwich,10,1091.04
2027-01-20,Wednesday,1,Winter,0,0,0,0,0,15,2.9,150,10.49,Americano,10,1632.59
2027-01-21,Thursday,1,Winter,0,0,0,0,0,11,9.5,111,6.96,Espresso,10,874.71
2027-01-22,Friday,1,Winter,0,0,0,0,0,5,4.4,149,7.88,Mocha,10,1108.38
2027-01-23,Saturday,1,Winter,1,0,0,1,1,7,4.0,294,8.07,Latte,11,2873.96
2027-01-24,Sunday,1,Winter,1,0,0,0,0,18,3.1,183,6.88,Mocha,11,1181.65
2027-01-25,Monday,1,Winter,0,0,0,0,0,7,0.7,114,7.56,Americano,10,754.17
2027-01-26,Tuesday,1,Winter,0,0,0,0,0,16,2.2,138,9.52,Sandwich,10,1194.3
2027-01-27,Wednesday,1,Winter,0,0,0,0,1,15,0.8,182,6.52,Tea,10,1183.2
2027-01-28,Thursday,1,Winter,0,0,0,1,0,12,0.9,193,6.84,Tea,10,1502.94
2027-01-29,Friday,1,Winter,0,0,0,0,0,9,0.0,164,10.45,Latte,10,1654.81
2027-01-30,Saturday,1,Winter,1,0,0,0,1,8,3.0,238,8.45,Tea,11,2032.95
2027-01-31,Sunday,1,Winter,1,0,0,0,0,14,5.7,199,5.92,Americano,11,1060.29
2027-02-01,Monday,2,Winter,0,0,0,0,0,13,2.3,156,5.15,Pastry,10,832.33
2027-02-02,Tuesday,2,Winter,0,0,0,0,0,7,5.8,128,6.74,Cappuccino,10,807.44
2027-02-03,Wednesday,2,Winter,0,0,0,0,0,7,4.5,143,6.51,Cappuccino,10,835.47
2027-02-04,Thursday,2,Winter,0,0,0,0,0,12,3.3,153,4.77,Tea,10,688.16
2027-02-05,Friday,2,Winter,0,0,0,1,1,16,6.9,250,9.53,Cappuccino,10,2738.15
2027-02-06,Saturday,2,Winter,1,0,0,0,0,10,5.3,208,7.44,Americano,11,1617.16
2027-02-07,Sunday,2,Winter,1,0,0,1,1,18,5.4,302,5.87,Latte,11,1973.99
2027-02-08,Monday,2,Winter,0,0,0,0,0,6,1.7,142,5.35,Mocha,10,884.87
2027-02-09,Tuesday,2,Winter,0,1,0,0,0,15,2.4,107,5.11,Espresso,10,539.99
2027-02-10,Wednesday,2,Winter,0,0,0,0,1,5,2.7,193,6.99,Pastry,10,1434.34
2027-02-11,Thursday,2,Winter,0,0,0,1,0,9,5.2,152,9.82,Sandwich,10,1573.28
2027-02-12,Friday,2,Winter,0,0,0,1,0,7,2.5,194,9.79,Cappuccino,10,1949.34
2027-02-13,Saturday,2,Winter,1,0,0,1,0,14,1.1,237,8.93,Pastry,11,2190.09
2027-02-14,Sunday,2,Winter,1,0,0,1,0,16,3.5,263,8.39,Latte,11,2417.24
2027-02-15,Monday,2,Winter,0,0,0,0,0,8,4.5,115,5.25,Tea,10,460.95
2027-02-16,Tuesday,2,Winter,0,0,0,0,0,8,4.7,115,10.04,Mocha,10,1221.5
2027-02-17,Wednesday,2,Winter,0,0,0,0,0,10,4.5,142,7.79,Sandwich,10,1108.84
2027-02-18,Thursday,2,Winter,0,0,0,0,0,13,0.4,145,7.58,Tea,10,970.67
2027-02-19,Friday,2,Winter,0,0,0,1,1,7,0.0,232,7.22,Pastry,10,2032.18
2027-02-20,Saturday,2,Winter,1,1,0,0,0,13,1.1,196,8.69,Espresso,11,1588.45
2027-02-21,Sunday,2,Winter,1,0,0,1,0,16,7.3,251,7.78,Espresso,11,2003.34
2027-02-22,Monday,2,Winter,0,0,0,0,0,17,4.2,110,4.74,Sandwich,10,524.23
2027-02-23,Tuesday,2,Winter,0,0,0,0,0,11,0.2,116,9.26,Cappuccino,10,1134.58
2027-02-24,Wednesday,2,Winter,0,0,0,0,1,16,1.5,217,4.79,Tea,10,1130.08
2027-02-25,Thursday,2,Winter,0,1,0,0,0,9,5.8,106,7.6,Sandwich,10,666.53
2027-02-26,Friday,2,Winter,0,0,0,0,0,7,6.8,107,5.7,Mocha,10,577.32
2027-02-27,Saturday,2,Winter,1,0,0,0,0,10,4.3,215,7.64,Tea,11,1720.56
2027-02-28,Sunday,2,Winter,1,0,0,0,1,6,3.1,269,5.25,Cappuccino,11,1465.63
2027-03-01,Monday,3,Spring,0,0,0,1,0,20,7.5,161,6.1,Espresso,10,1086.3
2027-03-02,Tuesday,3,Spring,0,0,1,0,0,18,3.0,109,8.01,Pastry,10,867.69
2027-03-03,Wednesday,3,Spring,0,0,0,0,1,23,6.7,191,6.16,Latte,10,1249.31
2027-03-04,Thursday,3,Spring,0,0,1,0,0,22,3.1,130,8.19,Tea,10,986.07
2027-03-05,Friday,3,Spring,0,0,0,1,0,27,4.7,190,6.67,Espresso,10,1416.73
2027-03-06,Saturday,3,Spring,1,0,0,1,0,27,0.0,258,7.08,Tea,11,2142.08
2027-03-07,Sunday,3,Spring,1,0,0,0,0,28,1.7,183,10.01,Espresso,11,1738.47
2027-03-08,Monday,3,Spring,0,0,0,1,0,18,9.4,149,8.51,Americano,10,1259.88
2027-03-09,Tuesday,3,Spring,0,0,1,1,0,30,3.8,145,9.69,Tea,10,1647.26
2027-03-10,Wednesday,3,Spring,0,0,1,0,0,19,10.7,106,10.35,Espresso,10,921.28
2027-03-11,Thursday,3,Spring,0,0,0,1,1,24,5.2,222,10.01,Latte,10,2407.26
2027-03-12,Friday,3,Spring,0,0,1,0,0,30,0.7,104,6.82,Latte,10,731.48
2027-03-13,Saturday,3,Spring,1,0,1,0,1,26,2.2,248,9.04,Americano,11,2352.71
2027-03-14,Sunday,3,Spring,1,0,1,0,0,20,4.7,161,9.0,Cappuccino,11,1416.31
2027-03-15,Monday,3,Spring,0,0,1,0,0,25,7.7,114,4.99,Mocha,10,579.91
2027-03-16,Tuesday,3,Spring,0,0,1,1,0,18,3.5,176,7.76,Sandwich,10,1404.53
2027-03-17,Wednesday,3,Spring,0,0,0,0,0,30,9.6,129,5.46,Espresso,10,745.24
2027-03-18,Thursday,3,Spring,0,1,0,0,0,22,2.4,110,10.38,Latte,10,1021.41
2027-03-19,Friday,3,Spring,0,0,1,0,0,18,9.2,90,6.4,Americano,10,708.65
2027-03-20,Saturday,3,Spring,1,0,0,0,0,25,3.1,218,6.19,Americano,11,1398.36
2027-03-21,Sunday,3,Spring,1,0,1,0,1,27,1.9,235,5.99,Mocha,11,1523.33
2027-03-22,Monday,3,Spring,0,0,1,0,1,25,5.0,178,5.58,Americano,10,933.3
2027-03-23,Tuesday,3,Spring,0,0,1,1,0,21,1.4,159,7.06,Espresso,10,1222.75
2027-03-24,Wednesday,3,Spring,0,0,1,0,0,18,8.1,87,7.34,Mocha,10,473.59
2027-03-25,Thursday,3,Spring,0,0,1,0,0,23,0.0,115,9.8,Americano,10,1238.63
2027-03-26,Friday,3,Spring,0,0,0,0,0,24,2.8,133,6.65,Americano,10,811.14
2027-03-27,Saturday,3,Spring,1,0,1,0,0,22,0.0,202,5.84,Pastry,11,1067.11
2027-03-28,Sunday,3,Spring,1,0,0,0,0,23,4.6,179,6.23,Mocha,11,1176.76
2027-03-29,Monday,3,Spring,0,0,1,0,0,27,3.1,139,7.9,Pastry,10,1064.68
2027-03-30,Tuesday,3,Spring,0,0,1,0,0,29,4.0,139,4.58,Mocha,10,668.06
2027-03-31,Wednesday,3,Spring,0,0,1,0,1,21,0.0,189,10.39,Cappuccino,10,1912.06
2027-04-01,Thursday,4,Spring,0,0,1,0,0,30,3.6,114,6.67,Sandwich,10,819.64
2027-04-02,Friday,4,Spring,0,1,0,0,0,25,0.4,145,4.83,Espresso,10,635.36
2027-04-03,Saturday,4,Spring,1,0,0,0,0,24,4.7,220,4.87,Americano,11,958.18
2027-04-04,Sunday,4,Spring,1,1,1,0,0,20,3.9,170,9.09,Americano,11,1438.24
2027-04-05,Monday,4,Spring,0,0,1,1,0,29,3.7,173,10.28,Sandwich,10,1946.97
2027-04-06,Tuesday,4,Spring,0,0,0,0,0,19,2.2,159,9.93,Espresso,10,1460.39
2027-04-07,Wednesday,4,Spring,0,0,1,0,0,27,5.5,134,6.62,Latte,10,975.64
2027-04-08,Thursday,4,Spring,0,0,1,1,0,19,1.5,190,10.45,Tea,10,2308.51
2027-04-09,Friday,4,Spring,0,0,1,0,0,19,8.1,93,5.6,Tea,10,449.83
2027-04-10,Saturday,4,Spring,1,0,1,0,0,18,0.6,200,7.48,Americano,11,1470.86
2027-04-11,Sunday,4,Spring,1,0,0,0,0,27,3.9,196,10.5,Pastry,11,1990.6
2027-04-12,Monday,4,Spring,0,1,1,1,0,26,2.2,164,10.14,Mocha,10,1840.17
2027-04-13,Tuesday,4,Spring,0,1,1,0,1,19,6.4,136,7.46,Sandwich,10,1202.5
2027-04-14,Wednesday,4,Spring,0,0,1,0,0,18,0.0,121,6.08,Americano,10,621.81
2027-04-15,Thursday,4,Spring,0,0,1,0,0,26,0.0,147,5.26,Cappuccino,10,819.91
2027-04-16,Friday,4,Spring,0,0,0,0,0,18,4.0,127,7.36,Espresso,10,944.04
2027-04-17,Saturday,4,Spring,1,0,1,0,0,29,5.2,174,8.69,Tea,11,1513.79
2027-04-18,Sunday,4,Spring,1,0,1,1,0,23,2.5,239,4.96,Americano,11,1300.78
2027-04-19,Monday,4,Spring,0,0,1,0,0,22,0.0,104,5.81,Espresso,10,575.77
2027-04-20,Tuesday,4,Spring,0,0,1,1,0,18,4.3,154,7.02,Cappuccino,10,1197.43
2027-04-21,Wednesday,4,Spring,0,0,0,0,0,21,3.5,119,10.15,Mocha,10,1090.21
2027-04-22,Thursday,4,Spring,0,0,1,0,1,25,2.6,154,6.15,Cappuccino,10,1099.29
2027-04-23,Friday,4,Spring,0,0,1,0,0,30,6.2,90,5.44,Mocha,10,466.38
2027-04-24,Saturday,4,Spring,1,0,0,0,0,28,2.1,198,8.17,Mocha,11,1686.01
2027-04-25,Sunday,4,Spring,1,0,1,0,0,20,2.3,199,6.29,Sandwich,11,1333.86
2027-04-26,Monday,4,Spring,0,0,1,1,0,23,4.4,175,6.15,Espresso,10,1261.49
2027-04-27,Tuesday,4,Spring,0,0,0,0,0,24,6.6,131,7.63,Americano,10,1074.75
2027-04-28,Wednesday,4,Spring,0,0,0,1,0,21,4.8,182,7.25,Espresso,10,1348.07
2027-04-29,Thursday,4,Spring,0,0,1,1,0,23,5.2,181,7.07,Espresso,10,1463.9
2027-04-30,Friday,4,Spring,0,0,1,0,0,19,3.4,136,7.3,Pastry,10,1096.94
2027-05-01,Saturday,5,Spring,1,0,0,1,1,26,3.0,306,10.36,Cappuccino,11,3734.51
2027-05-02,Sunday,5,Spring,1,0,0,0,0,20,1.4,207,7.67,Latte,11,1652.29
2027-05-03,Monday,5,Spring,0,0,0,0,0,26,2.7,118,10.0,Espresso,10,1273.33
2027-05-04,Tuesday,5,Spring,0,0,0,1,0,18,6.8,168,8.99,Cappuccino,10,1759.73
2027-05-05,Wednesday,5,Spring,0,0,0,1,0,28,2.9,198,4.73,Sandwich,10,1168.26
2027-05-06,Thursday,5,Spring,0,0,0,1,0,25,4.5,194,5.47,Espresso,10,1118.92
2027-05-07,Friday,5,Spring,0,0,0,0,0,27,4.1,157,6.86,Espresso,10,1219.71
2027-05-08,Saturday,5,Spring,1,0,0,0,1,29,4.8,251,7.71,Cappuccino,11,2038.14
2027-05-09,Sunday,5,Spring,1,0,0,0,0,22,4.1,190,6.42,Latte,11,1365.81
2027-05-10,Monday,5,Spring,0,0,0,1,0,18,0.9,197,8.65,Espresso,10,1763.15
2027-05-11,Tuesday,5,Spring,0,0,0,0,0,18,7.1,150,5.03,Espresso,10,891.85
2027-05-12,Wednesday,5,Spring,0,0,0,0,0,23,0.0,153,8.53,Pastry,10,1173.95
2027-05-13,Thursday,5,Spring,0,0,0,0,0,26,6.4,118,6.89,Tea,10,830.49
2027-05-14,Friday,5,Spring,0,0,0,1,0,26,0.0,163,7.09,Espresso,10,1391.5
2027-05-15,Saturday,5,Spring,1,0,0,0,0,23,1.2,185,4.63,Mocha,11,806.25
2027-05-16,Sunday,5,Spring,1,0,0,0,0,28,5.7,183,9.13,Cappuccino,11,1798.86
2027-05-17,Monday,5,Spring,0,0,0,1,0,29,2.4,185,8.56,Cappuccino,10,1751.55
2027-05-18,Tuesday,5,Spring,0,0,0,0,0,26,2.6,138,7.37,Americano,10,925.82
2027-05-19,Wednesday,5,Spring,0,0,0,0,0,30,0.0,150,5.61,Espresso,10,720.14
2027-05-20,Thursday,5,Spring,0,0,0,1,1,23,0.0,237,6.23,Cappuccino,10,1582.83
2027-05-21,Friday,5,Spring,0,0,0,1,0,22,3.4,176,6.88,Cappuccino,10,1459.03
2027-05-22,Saturday,5,Spring,1,0,0,0,0,30,1.8,211,5.59,Pastry,11,1089.12
2027-05-23,Sunday,5,Spring,1,0,0,0,0,21,3.6,218,9.28,Espresso,11,1945.87
2027-05-24,Monday,5,Spring,0,0,0,0,0,26,0.0,119,6.46,Espresso,10,670.64
2027-05-25,Tuesday,5,Spring,0,0,0,0,0,30,4.1,134,4.94,Mocha,10,640.51
2027-05-26,Wednesday,5,Spring,0,0,0,0,0,23,0.7,130,8.83,Americano,10,1082.54
2027-05-27,Thursday,5,Spring,0,0,0,1,0,28,7.7,162,8.25,Sandwich,10,1380.78
2027-05-28,Friday,5,Spring,0,0,0,0,1,18,2.7,185,10.32,Mocha,10,1977.4
2027-05-29,Saturday,5,Spring,1,0,0,0,0,29,4.6,183,5.99,Pastry,11,1103.35
2027-05-30,Sunday,5,Spring,1,0,0,0,0,30,2.8,213,8.38,Americano,11,1809.43
2027-05-31,Monday,5,Spring,0,0,0,1,1,20,6.9,222,9.19,Sandwich,10,2442.52
2027-06-01,Tuesday,6,Summer,0,0,0,0,0,42,0.0,159,5.21,Espresso,10,892.8
2027-06-02,Wednesday,6,Summer,0,0,0,1,0,31,3.6,155,7.65,Tea,10,1174.44
2027-06-03,Thursday,6,Summer,0,0,0,0,1,36,0.0,191,7.44,Sandwich,10,1421.74
2027-06-04,Friday,6,Summer,0,0,0,0,0,29,3.3,136,10.32,Cappuccino,10,1338.97
2027-06-05,Saturday,6,Summer,1,0,0,1,0,40,0.0,242,9.41,Mocha,11,2630.31
2027-06-06,Sunday,6,Summer,1,0,0,0,0,37,0.0,226,6.3,Americano,11,1317.92
2027-06-07,Monday,6,Summer,0,0,0,1,0,41,0.0,174,5.22,Espresso,10,958.04
2027-06-08,Tuesday,6,Summer,0,0,0,0,0,37,0.0,148,8.86,Americano,10,1371.17
2027-06-09,Wednesday,6,Summer,0,0,0,1,0,31,3.7,168,5.28,Cappuccino,10,1083.96
2027-06-10,Thursday,6,Summer,0,0,0,0,1,37,0.9,187,9.09,Cappuccino,10,1904.44
2027-06-11,Friday,6,Summer,0,0,0,1,1,36,4.3,214,7.15,Cappuccino,10,1700.49
2027-06-12,Saturday,6,Summer,1,0,0,0,0,40,5.0,185,10.11,Pastry,11,1787.18
2027-06-13,Sunday,6,Summer,1,0,0,1,0,32,0.0,246,7.1,Mocha,11,1841.13
2027-06-14,Monday,6,Summer,0,0,0,1,0,42,0.0,180,7.03,Pastry,10,1482.59
2027-06-15,Tuesday,6,Summer,0,0,0,0,0,31,0.0,157,10.4,Tea,10,1739.49
2027-06-16,Wednesday,6,Summer,0,0,0,0,0,42,6.8,112,7.22,Latte,10,715.89
2027-06-17,Thursday,6,Summer,0,0,0,1,0,29,0.0,207,8.98,Espresso,10,2120.19
2027-06-18,Friday,6,Summer,0,0,0,0,0,42,0.2,153,5.66,Sandwich,10,770.85
2027-06-19,Saturday,6,Summer,1,0,0,0,0,38,0.0,208,7.02,Cappuccino,11,1524.22
2027-06-20,Sunday,6,Summer,1,0,0,0,0,32,1.9,229,10.45,Mocha,11,2415.47
2027-06-21,Monday,6,Summer,0,0,0,0,0,30,5.8,132,8.56,Sandwich,10,1034.46
2027-06-22,Tuesday,6,Summer,0,0,0,1,1,32,1.3,240,9.08,Tea,10,2652.42
2027-06-23,Wednesday,6,Summer,0,0,0,0,1,29,2.3,202,8.99,Pastry,10,1879.59
2027-06-24,Thursday,6,Summer,0,0,0,1,0,37,0.8,172,4.65,Espresso,10,1010.38
2027-06-25,Friday,6,Summer,0,0,0,1,0,33,1.5,183,4.76,Tea,10,1015.45
2027-06-26,Saturday,6,Summer,1,0,0,0,0,42,0.0,188,8.19,Espresso,11,1448.02
2027-06-27,Sunday,6,Summer,1,0,0,0,0,37,2.1,224,7.31,Americano,11,1682.13
2027-06-28,Monday,6,Summer,0,0,0,1,0,37,0.0,198,6.03,Espresso,10,1356.99
2027-06-29,Tuesday,6,Summer,0,0,0,0,0,35,0.0,118,7.77,Mocha,10,917.01
2027-06-30,Wednesday,6,Summer,0,0,0,0,0,29,4.1,157,8.63,Pastry,10,1370.29
2027-07-01,Thursday,7,Summer,0,0,0,1,0,37,4.1,185,10.08,Sandwich,10,1907.97
2027-07-02,Friday,7,Summer,0,0,0,0,0,31,1.7,115,5.61,Tea,10,625.99
2027-07-03,Saturday,7,Summer,1,0,0,0,0,38,6.1,191,4.6,Espresso,11,899.81
2027-07-04,Sunday,7,Summer,1,0,0,1,0,28,0.0,234,9.53,Tea,11,2434.22
2027-07-05,Monday,7,Summer,0,0,0,0,0,39,0.2,138,4.73,Mocha,10,531.03
2027-07-06,Tuesday,7,Summer,0,0,0,0,0,32,0.0,145,9.68,Latte,10,1497.54
2027-07-07,Wednesday,7,Summer,0,0,0,0,0,31,3.8,136,5.75,Americano,10,908.99
2027-07-08,Thursday,7,Summer,0,0,0,1,0,31,2.3,164,8.7,Espresso,10,1575.76
2027-07-09,Friday,7,Summer,0,0,0,0,0,39,4.8,131,6.07,Latte,10,661.39
2027-07-10,Saturday,7,Summer,1,0,0,0,0,28,2.1,202,5.14,Americano,11,919.01
2027-07-11,Sunday,7,Summer,1,0,0,1,1,37,0.0,305,8.74,Americano,11,2968.34
2027-07-12,Monday,7,Summer,0,0,0,1,0,38,4.2,152,9.55,Sandwich,10,1665.01
2027-07-13,Tuesday,7,Summer,0,0,0,0,0,39,2.7,152,6.64,Pastry,10,891.97
2027-07-14,Wednesday,7,Summer,0,0,0,0,0,38,0.3,155,8.06,Cappuccino,10,1380.44
2027-07-15,Thursday,7,Summer,0,0,0,0,0,39,2.1,148,6.48,Latte,10,1021.06
2027-07-16,Friday,7,Summer,0,0,0,1,0,40,0.0,165,8.76,Latte,10,1532.93
2027-07-17,Saturday,7,Summer,1,0,0,0,0,38,1.1,195,7.71,Americano,11,1590.93
2027-07-18,Sunday,7,Summer,1,0,0,1,0,37,1.8,238,10.43,Mocha,11,2818.52
2027-07-19,Monday,7,Summer,0,0,0,1,0,31,0.0,168,8.2,Espresso,10,1451.55
2027-07-20,Tuesday,7,Summer,0,0,0,0,1,29,6.5,186,5.98,Pastry,10,1158.44
2027-07-21,Wednesday,7,Summer,0,0,0,0,0,40,3.8,115,9.67,Sandwich,10,1110.6
2027-07-22,Thursday,7,Summer,0,0,0,1,0,37,0.0,184,5.45,Americano,10,1026.79
2027-07-23,Friday,7,Summer,0,0,0,0,0,41,1.5,131,7.54,Americano,10,1042.93
2027-07-24,Saturday,7,Summer,1,0,0,0,1,31,0.0,259,10.03,Cappuccino,11,2655.46
2027-07-25,Sunday,7,Summer,1,0,0,0,0,30,2.5,210,5.32,Cappuccino,11,1030.47
2027-07-26,Monday,7,Summer,0,0,0,0,0,32,0.0,153,6.64,Americano,10,1016.89
2027-07-27,Tuesday,7,Summer,0,0,0,0,0,39,0.6,156,5.98,Latte,10,843.83
2027-07-28,Wednesday,7,Summer,0,1,0,0,0,40,1.4,133,7.69,Pastry,10,1101.48
2027-07-29,Thursday,7,Summer,0,0,0,0,0,29,1.2,118,6.73,Sandwich,10,829.33
2027-07-30,Friday,7,Summer,0,0,0,1,0,41,1.0,186,9.47,Sandwich,10,2005.19
2027-07-31,Saturday,7,Summer,1,0,0,0,0,38,4.9,217,4.88,Cappuccino,11,1066.34
2027-08-01,Sunday,8,Summer,1,0,0,0,0,42,0.0,195,6.25,Latte,11,1084.95
2027-08-02,Monday,8,Summer,0,0,0,0,0,35,1.7,156,9.05,Tea,10,1428.66
2027-08-03,Tuesday,8,Summer,0,0,0,0,1,30,3.6,178,5.19,Mocha,10,858.37
2027-08-04,Wednesday,8,Summer,0,0,0,1,0,39,0.0,201,10.2,Cappuccino,10,2211.73
2027-08-05,Thursday,8,Summer,0,0,0,0,1,30,0.0,181,5.95,Espresso,10,1102.15
2027-08-06,Friday,8,Summer,0,0,0,0,0,32,1.3,137,8.12,Sandwich,10,1024.54
